
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 42 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  07.02.2026 20:17:52.471

TimeStamp, fr_w      , fra_w     , lamsbg_w  , lamsoni_w , ldtvm     , msdk_w    , mshfm_w   , nmot_w    , plsol_w   , ps_w      , pus_w     , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
  192.400, 1.11945   , 0.825226  , 0.740968  , 0.769288  , 1.17188   , 188.445   , 212.667   , 6285.25   , 1697.97   , 1685.94   , 985.078   , 1919.88   , 0         , 154.406   , 220.266   , 207.867   , 155.602   , 840       , 12.2      , 129.031   , 41.1765   , 99.9999   , 17.25     
  192.450, 1.11649   , 0.825471  , 0.740968  , 0.778566  , 1.17188   , 186.5     , 211.25    , 6305      , 1705.66   , 1683.79   , 985.078   , 1927.81   , 0         , 154.195   , 220.125   , 208.242   , 156.352   , 840       , 12.196    , 129.422   , 41.5686   , 99.9999   , 12        
  192.500, 1.11359   , 0.825471  , 0.739015  , 0.778566  , 1.17188   , 188.333   , 212.306   , 6314.25   , 1696.13   , 1687.11   , 985.078   , 1933.09   , 0         , 154.523   , 220.5     , 208.547   , 155.414   , 840       , 12.112    , 129.695   , 42.353    , 99.9999   , 15.75     
  192.550, 1.11078   , 0.825745  , 0.739015  , 0.773195  , 1.17188   , 183.556   , 217.695   , 6322.25   , 1704.84   , 1690.08   , 985.078   , 1927.81   , 0         , 154.805   , 220.805   , 208.641   , 156.281   , 840       , 12.252    , 130.078   , 41.5686   , 99.9999   , 17.25     
  192.600, 1.10803   , 0.825654  , 0.737794  , 0.785646  , 1.17188   , 184.083   , 219.167   , 6345      , 1699.02   , 1681.84   , 985.078   , 1925.16   , 0         , 153.563   , 220.289   , 208.547   , 155.273   , 840       , 12.148    , 130.344   , 41.5686   , 99.9999   , 17.25     
  192.650, 1.10535   , 0.825654  , 0.737794  , 0.780275  , 1.17188   , 189.333   , 218.806   , 6355.75   , 1718.2    , 1693.63   , 985.078   , 1927.81   , 0         , 154.711   , 220.781   , 208.875   , 157.148   , 840       , 12.176    , 130.727   , 41.5686   , 99.9999   , 17.25     
  192.700, 1.10275   , 0.825959  , 0.73462   , 0.781739  , 1.17188   , 186.056   , 214       , 6369.25   , 1697.03   , 1699.92   , 985.078   , 1933.09   , 0         , 155.32    , 221.109   , 209.063   , 155.063   , 840       , 12.184    , 131       , 42.7451   , 99.9999   , 17.25     
  192.750, 1.10019   , 0.825715  , 0.73462   , 0.782716  , 1.17188   , 182.028   , 212.667   , 6378.75   , 1695.59   , 1681.09   , 985.078   , 1946.29   , 0         , 153.492   , 221.297   , 209.133   , 154.922   , 840       , 12.204    , 131.406   , 40.3922   , 99.9999   , 17.25     
  192.800, 1.09772   , 0.825837  , 0.731935  , 0.777833  , 1.17188   , 187.778   , 215.528   , 6415.5    , 1746.52   , 1692.58   , 985.078   , 1941.02   , 0         , 154.617   , 221.367   , 209.578   , 159.914   , 840       , 12.168    , 131.664   , 41.5686   , 99.9999   , 12.75     
  192.850, 1.09531   , 0.826111  , 0.731935  , 0.780275  , 1.17188   , 193.445   , 212.667   , 6408.75   , 1725.47   , 1709.1    , 985.078   , 1954.22   , 0         , 156.234   , 221.813   , 209.672   , 157.852   , 840       , 12.264    , 132.039   , 42.353    , 99.9999   , 18        
  192.900, 1.09293   , 0.82602   , 0.73047   , 0.781007  , 1.17188   , 188.889   , 218.834   , 6437.75   , 1745.12   , 1692.03   , 985.078   , 1962.15   , 0         , 154.547   , 221.906   , 209.695   , 159.773   , 840       , 12.22     , 132.281   , 41.1765   , 99.9999   , 15.75     
  192.950, 1.09064   , 0.826172  , 0.73047   , 0.780275  , 1.17188   , 193.972   , 216.25    , 6443.25   , 1754.41   , 1712.27   , 985.078   , 1948.95   , 0         , 156.539   , 221.906   , 209.813   , 160.688   , 845       , 12.44     , 132.656   , 41.5686   , 99.9999   , 18        
  193.000, 1.08838   , 0.826539  , 0.728761  , 0.776368  , 1.17188   , 190.472   , 218.056   , 6464      , 1743.16   , 1715.27   , 985.078   , 1946.29   , 0         , 156.844   , 222       , 210.094   , 159.586   , 845       , 12.352    , 132.914   , 42.7451   , 99.9999   , 18
