
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 41 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  04.02.2026 01:49:35.056

TimeStamp, fr_w      , gangi     , lamsbg_w  , ldtvm     , mshfm_w   , nmot_w    , plsol_w   , pus_w     , pvdkds_w  , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
   53.350, 1         , 0         , 1         , 0         , 7.00001   , 1252      , 985.078   , 985.078   , 979.453   , 0.937502  , 0.527345  , 0.292969  , 0.644533  , 29.6953   , 100.453   , 100.453   , 29.7656   , 405       , 2.74      , 0         , 4.31373   , 0         , 12        
   53.400, 1         , 0         , 1         , 0         , 6.97223   , 1243.5    , 985.078   , 985.078   , 982.109   , 0.937502  , 0.527345  , 0.292969  , 0.644533  , 29.4844   , 100.406   , 100.125   , 29.8828   , 405       , 2.712     , 0         , 4.31373   , 0         , 13.5      
   53.450, 1         , 0         , 1         , 0         , 7.19445   , 1238      , 985.078   , 985.078   , 979.453   , 0.976565  , 0.546876  , 0.312501  , 0.664064  , 29.6953   , 100.125   , 100.055   , 30.0469   , 405       , 2.788     , 0         , 4.31373   , 0         , 15        
   53.500, 1         , 0         , 1         , 0         , 6.86112   , 1238.5    , 985.078   , 985.078   , 982.109   , 0.976565  , 0.546876  , 0.312501  , 0.664064  , 29.5078   , 100.031   , 99.9141   , 30.1406   , 405       , 2.708     , 0         , 4.31373   , 0         , 14.25     
   53.550, 1         , 0         , 1         , 0         , 6.72223   , 1236.75   , 985.078   , 985.078   , 982.109   , 0.937502  , 0.566408  , 0.312501  , 0.683596  , 29.2969   , 99.8906   , 99.9141   , 30.1875   , 405       , 2.684     , 0         , 4.31373   , 0         , 15.75     
   53.600, 1         , 0         , 1         , 0         , 7.47223   , 1237.5    , 985.078   , 985.078   , 982.109   , 0.937502  , 0.566408  , 0.312501  , 0.683596  , 29.4141   , 99.8906   , 99.9141   , 30.2578   , 405       , 2.8       , 0         , 4.31373   , 0         , 16.5      
   53.650, 1         , 0         , 1         , 0         , 7.30556   , 1242      , 985.078   , 985.078   , 982.109   , 0.976565  , 0.527345  , 0.292969  , 0.664064  , 29.8594   , 99.9141   , 100.031   , 30.2578   , 405       , 2.812     , 0         , 4.31373   , 0         , 14.25     
   53.700, 1         , 0         , 1         , 0         , 7.05556   , 1242      , 985.078   , 985.078   , 979.453   , 0.976565  , 0.527345  , 0.292969  , 0.664064  , 29.8828   , 100.031   , 100.031   , 30.2109   , 405       , 2.776     , 0         , 4.31373   , 0         , 13.5      
   53.750, 1         , 0         , 1         , 0         , 7.08334   , 1243.5    , 985.078   , 985.078   , 982.109   , 0.937502  , 0.546876  , 0.273438  , 0.644533  , 29.7422   , 100.008   , 100.055   , 30.2344   , 405       , 2.74      , 0         , 4.31373   , 0         , 13.5      
   53.800, 1         , 0         , 1         , 0         , 6.75001   , 1246      , 985.078   , 985.078   , 982.109   , 0.937502  , 0.546876  , 0.273438  , 0.644533  , 29.4141   , 100.055   , 100.195   , 30.2344   , 405       , 2.692     , 0         , 4.31373   , 0         , 14.25     
   53.850, 1         , 0         , 1         , 0         , 6.86112   , 1248.25   , 985.078   , 985.078   , 982.109   , 0.89844   , 0.527345  , 0.292969  , 0.664064  , 29.4141   , 100.195   , 100.313   , 30.1172   , 405       , 2.708     , 0         , 4.31373   , 0         , 13.5      
   53.900, 1         , 0         , 1         , 0         , 7.33334   , 1245      , 985.078   , 985.078   , 979.453   , 0.89844   , 0.527345  , 0.292969  , 0.664064  , 29.5547   , 100.289   , 100.172   , 30.1406   , 405       , 2.82      , 0         , 4.31373   , 0         , 15        
   53.950, 1         , 0         , 1         , 0         , 7.16667   , 1247      , 985.078   , 985.078   , 982.109   , 0.859377  , 0.546876  , 0.292969  , 0.683596  , 29.6953   , 100.172   , 100.266   , 30.1641   , 405       , 2.76      , 0         , 4.31373   , 0         , 13.5      
   54.000, 1         , 0         , 1         , 0         , 7.11112   , 1246.5    , 985.078   , 985.078   , 982.109   , 0.859377  , 0.546876  , 0.292969  , 0.683596  , 29.5781   , 100.242   , 100.242   , 30.1641   , 405       , 2.748     , 0         , 4.31373   , 0         , 13.5      
   54.050, 1         , 0         , 1         , 0         , 7.36112   , 1244.75   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.527345  , 0.312501  , 0.703127  , 29.625    , 100.219   , 100.172   , 30.1406   , 405       , 2.804     , 0         , 4.31373   , 0         , 14.25     
   54.100, 1         , 0         , 1         , 0         , 7.27778   , 1242.25   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.527345  , 0.312501  , 0.703127  , 29.6953   , 100.148   , 100.078   , 30.2344   , 405       , 2.788     , 0         , 4.31373   , 0         , 15        
   54.150, 1         , 0         , 1         , 0         , 7.05556   , 1240.25   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.546876  , 0.292969  , 0.703127  , 30.0234   , 100.055   , 100.055   , 30.2344   , 405       , 2.756     , 0         , 4.31373   , 0         , 13.5      
   54.200, 1         , 0         , 1         , 0         , 7.33334   , 1240.25   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.546876  , 0.292969  , 0.703127  , 30.3984   , 100.031   , 99.9844   , 30.375    , 405       , 2.86      , 0         , 4.31373   , 0         , 12        
   54.250, 1         , 0         , 1         , 0         , 6.97223   , 1239      , 985.078   , 985.078   , 982.109   , 0.859377  , 0.566408  , 0.312501  , 0.722658  , 30.0703   , 99.9844   , 100.008   , 30.375    , 405       , 2.74      , 0         , 4.31373   , 0         , 13.5      
   54.300, 1         , 0         , 1         , 0         , 7.22223   , 1238      , 985.078   , 985.078   , 982.109   , 0.859377  , 0.566408  , 0.312501  , 0.722658  , 30.2813   , 99.9844   , 99.9141   , 30.4688   , 405       , 2.808     , 0         , 4.31373   , 0         , 13.5      
   54.350, 1         , 0         , 1         , 0         , 7.44445   , 1237.75   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.546876  , 0.312501  , 0.742189  , 30.6094   , 99.9141   , 99.9609   , 30.5156   , 405       , 2.876     , 0         , 4.31373   , 0         , 12        
   54.400, 1         , 0         , 1         , 0         , 7.27778   , 1237.25   , 985.078   , 985.078   , 979.453   , 0.820315  , 0.546876  , 0.312501  , 0.742189  , 30.6563   , 99.9375   , 99.8906   , 30.5625   , 405       , 2.848     , 0         , 4.31373   , 0         , 12        
   54.450, 1         , 0         , 1         , 0         , 6.80556   , 1234.75   , 985.078   , 985.078   , 979.453   , 0.781252  , 0.527345  , 0.312501  , 0.761721  , 30.5625   , 99.8672   , 99.7969   , 30.6094   , 405       , 2.76      , 0         , 4.31373   , 0         , 12        
   54.500, 1         , 0         , 1         , 0         , 7.41667   , 1235.75   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.527345  , 0.312501  , 0.761721  , 30.5391   , 99.7734   , 99.75     , 30.7031   , 405       , 2.828     , 0         , 4.31373   , 0         , 13.5      
   54.550, 1         , 0         , 1         , 0         , 6.94445   , 1237.25   , 985.078   , 985.078   , 979.453   , 0.742189  , 0.546876  , 0.292969  , 0.742189  , 30.3047   , 99.75     , 99.8906   , 30.7734   , 405       , 2.756     , 0         , 4.31373   , 0         , 13.5      
   54.600, 1         , 0         , 1         , 0         , 7.25001   , 1239.75   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.546876  , 0.292969  , 0.742189  , 30.1875   , 99.8906   , 99.9141   , 30.7734   , 405       , 2.764     , 0         , 4.31373   , 0         , 14.25     
   54.650, 1         , 0         , 1         , 0         , 6.41667   , 1241      , 985.078   , 985.078   , 982.109   , 0.781252  , 0.527345  , 0.273438  , 0.722658  , 29.8125   , 99.9141   , 100.031   , 30.7266   , 405       , 2.692     , 0         , 4.31373   , 0         , 15        
   54.700, 1         , 0         , 1         , 0         , 6.72223   , 1242.25   , 985.078   , 985.078   , 979.453   , 0.781252  , 0.527345  , 0.273438  , 0.722658  , 29.4375   , 100.008   , 100.078   , 30.7266   , 405       , 2.7       , 0         , 4.31373   , 0         , 16.5      
   54.750, 1         , 0         , 1         , 0         , 7.11112   , 1246.25   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.507814  , 0.253907  , 0.703127  , 29.4844   , 100.078   , 100.219   , 30.7031   , 405       , 2.716     , 0         , 4.31373   , 0         , 16.5      
   54.800, 1         , 0         , 1         , 0         , 7.05556   , 1252.75   , 985.078   , 985.078   , 979.453   , 0.742189  , 0.507814  , 0.253907  , 0.703127  , 29.3672   , 100.219   , 100.477   , 30.5859   , 405       , 2.716     , 0         , 4.31373   , 0         , 15        
   54.850, 1         , 0         , 1         , 0         , 8.05556   , 1257.25   , 985.078   , 985.078   , 979.453   , 0.781252  , 0.527345  , 0.273438  , 0.683596  , 30.0938   , 100.477   , 100.641   , 30.4688   , 405       , 2.968     , 0         , 4.70588   , 0         , 12.75     
   54.900, 1         , 0         , 1         , 0         , 7.16667   , 1259.75   , 985.078   , 985.078   , 979.453   , 0.781252  , 0.527345  , 0.273438  , 0.683596  , 29.8359   , 100.641   , 100.828   , 30.3516   , 405       , 2.776     , 0         , 4.70588   , 0         , 12        
   54.950, 1         , 0         , 1         , 0         , 7.36112   , 1260      , 985.078   , 985.078   , 979.453   , 0.820315  , 0.507814  , 0.292969  , 0.703127  , 30.0469   , 100.805   , 100.711   , 30.2344   , 405       , 2.812     , 0         , 4.31373   , 0         , 11.25     
   55.000, 1         , 0         , 1         , 0         , 7.61112   , 1263      , 985.078   , 985.078   , 982.109   , 0.820315  , 0.507814  , 0.292969  , 0.703127  , 30.1641   , 100.711   , 100.828   , 30.1875   , 405       , 2.832     , 0         , 4.31373   , 0         , 11.25     
   55.050, 1         , 0         , 1         , 0         , 7.47223   , 1261.75   , 985.078   , 985.078   , 979.453   , 0.781252  , 0.488283  , 0.273438  , 0.742189  , 30.3047   , 100.828   , 100.852   , 30.0703   , 405       , 2.824     , 0         , 4.31373   , 0         , 10.5      
   55.100, 1         , 0         , 1         , 0         , 7.02778   , 1261.5    , 985.078   , 985.078   , 979.453   , 0.781252  , 0.488283  , 0.273438  , 0.742189  , 30.0703   , 100.828   , 100.875   , 30.0469   , 405       , 2.736     , 0         , 4.31373   , 0         , 10.5      
   55.150, 1         , 0         , 1         , 0         , 7.52778   , 1262.75   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.507814  , 0.292969  , 0.761721  , 30.3516   , 100.852   , 100.852   , 29.9531   , 405       , 2.828     , 0         , 4.31373   , 0         , 9         
   55.200, 1         , 0         , 1         , 0         , 7.50001   , 1259.75   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.507814  , 0.292969  , 0.761721  , 30.5156   , 100.828   , 100.758   , 29.9063   , 405       , 2.84      , 0         , 4.31373   , 0         , 9         
   55.250, 1         , 0         , 1         , 0         , 7.38889   , 1256      , 985.078   , 985.078   , 982.109   , 0.820315  , 0.488283  , 0.273438  , 0.742189  , 30.4453   , 100.734   , 100.594   , 29.9766   , 405       , 2.804     , 0         , 4.31373   , 0         , 9.75      
   55.300, 1         , 0         , 1         , 0         , 7.00001   , 1254.75   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.488283  , 0.273438  , 0.742189  , 30.2813   , 100.594   , 100.547   , 29.9531   , 405       , 2.744     , 0         , 4.31373   , 0         , 9.75      
   55.350, 1         , 0         , 1         , 0         , 7.11112   , 1249      , 985.078   , 985.078   , 982.109   , 0.781252  , 0.507814  , 0.292969  , 0.761721  , 29.9297   , 100.523   , 100.359   , 30.0469   , 405       , 2.736     , 0         , 4.31373   , 0         , 12        
   55.400, 1         , 0         , 1         , 0         , 7.30556   , 1245.25   , 985.078   , 985.078   , 979.453   , 0.781252  , 0.507814  , 0.292969  , 0.761721  , 29.9063   , 100.336   , 100.266   , 30.1172   , 405       , 2.78      , 0         , 4.31373   , 0         , 13.5      
   55.450, 1         , 0         , 1         , 0         , 7.55556   , 1246.25   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.527345  , 0.292969  , 0.742189  , 30.0469   , 100.242   , 100.148   , 30.2109   , 405       , 2.836     , 0         , 4.31373   , 0         , 12.75     
   55.500, 1         , 0         , 1         , 0         , 6.66667   , 1243.5    , 985.078   , 985.078   , 979.453   , 0.742189  , 0.527345  , 0.292969  , 0.742189  , 30.0938   , 100.125   , 100.078   , 30.1875   , 405       , 2.736     , 0         , 4.31373   , 0         , 12        
   55.550, 1         , 0         , 1         , 0         , 6.75001   , 1238.25   , 985.078   , 985.078   , 979.453   , 0.664064  , 0.546876  , 0.312501  , 0.742189  , 29.8828   , 100.055   , 99.9375   , 30.2813   , 405       , 2.716     , 0         , 4.31373   , 0         , 13.5      
   55.600, 1         , 0         , 1         , 0         , 7.66667   , 1238.75   , 985.078   , 985.078   , 982.109   , 0.664064  , 0.546876  , 0.312501  , 0.742189  , 30.0703   , 99.9141   , 99.9141   , 30.4219   , 405       , 2.864     , 0         , 4.31373   , 0         , 14.25     
   55.650, 1         , 0         , 1         , 0         , 6.91667   , 1237.25   , 985.078   , 985.078   , 982.109   , 0.703127  , 0.566408  , 0.292969  , 0.722658  , 30.0234   , 99.8906   , 99.8906   , 30.4453   , 405       , 2.732     , 0         , 4.31373   , 0         , 14.25     
   55.700, 1         , 0         , 1         , 0         , 6.38889   , 1237.5    , 985.078   , 985.078   , 982.109   , 0.703127  , 0.566408  , 0.292969  , 0.722658  , 29.6016   , 99.8672   , 99.8906   , 30.4922   , 405       , 2.68      , 0         , 4.31373   , 0         , 14.25     
   55.750, 1         , 0         , 1         , 0         , 7.52778   , 1241.25   , 985.078   , 985.078   , 982.109   , 0.664064  , 0.585939  , 0.273438  , 0.703127  , 29.6953   , 99.8672   , 100.031   , 30.5391   , 405       , 2.816     , 0         , 4.31373   , 0         , 15.75     
   55.800, 1         , 0         , 1         , 0         , 7.58334   , 1239.75   , 985.078   , 985.078   , 982.109   , 0.664064  , 0.585939  , 0.273438  , 0.703127  , 29.9531   , 100.008   , 99.9609   , 30.5156   , 405       , 2.884     , 0         , 4.31373   , 0         , 15        
   55.850, 1         , 0         , 1         , 0         , 6.88889   , 1239.25   , 985.078   , 985.078   , 982.109   , 0.625002  , 0.566408  , 0.273438  , 0.683596  , 29.9766   , 99.9375   , 99.9609   , 30.5859   , 405       , 2.732     , 0         , 4.31373   , 0         , 14.25     
   55.900, 1         , 0         , 1         , 0         , 6         , 1241.75   , 985.078   , 985.078   , 982.109   , 0.625002  , 0.566408  , 0.273438  , 0.683596  , 29.2734   , 99.9609   , 100.055   , 30.5859   , 405       , 2.644     , 0         , 4.31373   , 0         , 15        
   55.950, 1         , 0         , 1         , 0         , 7.55556   , 1240.75   , 985.078   , 985.078   , 982.109   , 0.644533  , 0.585939  , 0.292969  , 0.664064  , 29.5078   , 100.031   , 100.008   , 30.6094   , 405       , 2.832     , 0         , 4.31373   , 0         , 17.25     
   56.000, 1         , 0         , 1         , 0         , 6.75001   , 1241.5    , 985.078   , 985.078   , 979.453   , 0.644533  , 0.585939  , 0.292969  , 0.664064  , 29.5781   , 99.9844   , 100.055   , 30.5859   , 405       , 2.716     , 0         , 4.31373   , 0         , 15.75     
   56.050, 1         , 0         , 1         , 0         , 7.16667   , 1243.75   , 985.078   , 985.078   , 982.109   , 0.664064  , 0.60547   , 0.273438  , 0.644533  , 29.6016   , 100.031   , 100.125   , 30.5859   , 405       , 2.744     , 0         , 4.31373   , 0         , 15.75     
   56.100, 1         , 0         , 1         , 0         , 7.61112   , 1244      , 985.078   , 985.078   , 979.453   , 0.664064  , 0.60547   , 0.273438  , 0.644533  , 29.9063   , 100.125   , 100.125   , 30.6094   , 405       , 2.908     , 0         , 4.31373   , 0         , 15.75     
   56.150, 1         , 0         , 1         , 0         , 7.19445   , 1247      , 985.078   , 985.078   , 982.109   , 0.683596  , 0.585939  , 0.292969  , 0.625002  , 30.1406   , 100.125   , 100.266   , 30.5859   , 405       , 2.796     , 0         , 4.31373   , 0         , 13.5      
   56.200, 1         , 0         , 1         , 0         , 7.86112   , 1246.75   , 985.078   , 985.078   , 982.109   , 0.683596  , 0.585939  , 0.292969  , 0.625002  , 30.7266   , 100.242   , 100.242   , 30.5391   , 405       , 2.98      , 0         , 4.31373   , 0         , 12        
   56.250, 1         , 0         , 1         , 0         , 7.11112   , 1244.5    , 985.078   , 985.078   , 979.453   , 0.703127  , 0.585939  , 0.312501  , 0.60547   , 30.6563   , 100.219   , 100.219   , 30.5391   , 405       , 2.812     , 0         , 4.31373   , 0         , 11.25     
   56.300, 1         , 0         , 1         , 0         , 7.11112   , 1237.25   , 985.078   , 985.078   , 982.109   , 0.703127  , 0.585939  , 0.312501  , 0.60547   , 30.3047   , 100.195   , 100.031   , 30.5859   , 410       , 2.768     , 0         , 4.31373   , 0         , 13.5      
   56.350, 1         , 0         , 1         , 0         , 7.47223   , 1238.75   , 985.078   , 985.078   , 982.109   , 0.722658  , 0.585939  , 0.332032  , 0.585939  , 30.3281   , 100.008   , 99.9609   , 30.7969   , 410       , 2.84      , 0         , 4.31373   , 0         , 14.25     
   56.400, 1         , 0         , 1         , 0         , 6.83334   , 1240.5    , 985.078   , 985.078   , 982.109   , 0.722658  , 0.585939  , 0.332032  , 0.585939  , 30.4453   , 99.9609   , 100.008   , 30.7734   , 410       , 2.752     , 0         , 4.31373   , 0         , 12.75     
   56.450, 1         , 0         , 1         , 0         , 7.16667   , 1239.75   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.566408  , 0.351563  , 0.566408  , 30.0234   , 99.9844   , 100.055   , 30.75     , 410       , 2.76      , 0         , 4.31373   , 0         , 15        
   56.500, 1         , 0         , 1         , 0         , 7.44445   , 1241.25   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.566408  , 0.351563  , 0.566408  , 30.1406   , 100.031   , 99.9844   , 30.7969   , 410       , 2.828     , 0         , 4.31373   , 0         , 15        
   56.550, 1         , 0         , 1         , 0         , 7.47223   , 1244.5    , 985.078   , 985.078   , 982.109   , 0.761721  , 0.546876  , 0.332032  , 0.585939  , 30.0703   , 99.9844   , 100.148   , 30.75     , 410       , 2.832     , 0         , 4.31373   , 0         , 15        
   56.600, 1         , 0         , 1         , 0         , 7.22223   , 1246.5    , 985.078   , 985.078   , 982.109   , 0.761721  , 0.546876  , 0.332032  , 0.585939  , 30.2578   , 100.148   , 100.242   , 30.75     , 410       , 2.796     , 0         , 4.31373   , 0         , 13.5      
   56.650, 1         , 0         , 1         , 0         , 7.05556   , 1248.75   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.527345  , 0.312501  , 0.566408  , 29.7656   , 100.219   , 100.313   , 30.6563   , 410       , 2.728     , 0         , 4.31373   , 0         , 14.25     
   56.700, 1         , 0         , 1         , 0         , 7.86112   , 1251      , 985.078   , 985.078   , 982.109   , 0.781252  , 0.527345  , 0.312501  , 0.566408  , 30.2109   , 100.289   , 100.406   , 30.6094   , 410       , 2.932     , 0         , 4.31373   , 0         , 13.5      
   56.750, 1         , 0         , 1         , 0         , 6.88889   , 1256      , 985.078   , 985.078   , 982.109   , 0.761721  , 0.507814  , 0.332032  , 0.585939  , 29.9766   , 100.406   , 100.477   , 30.5156   , 410       , 2.728     , 0         , 4.31373   , 0         , 12        
   56.800, 1         , 0         , 1         , 0         , 6.69445   , 1257.5    , 985.078   , 985.078   , 982.109   , 0.761721  , 0.507814  , 0.332032  , 0.585939  , 29.5313   , 100.477   , 100.617   , 30.4453   , 410       , 2.696     , 0         , 4.31373   , 0         , 12.75     
   56.850, 1         , 0         , 1         , 0         , 7.27778   , 1254.25   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.527345  , 0.351563  , 0.60547   , 29.5781   , 100.594   , 100.594   , 30.3984   , 410       , 2.74      , 0         , 4.31373   , 0         , 13.5      
   56.900, 1         , 0         , 1         , 0         , 7.27778   , 1255.5    , 985.078   , 985.078   , 982.109   , 0.742189  , 0.527345  , 0.351563  , 0.60547   , 29.7422   , 100.57    , 100.547   , 30.4219   , 410       , 2.756     , 0         , 4.31373   , 0         , 12.75     
   56.950, 1         , 0         , 1         , 0         , 6.91667   , 1251.75   , 985.078   , 985.078   , 982.109   , 0.722658  , 0.507814  , 0.332032  , 0.625002  , 29.7422   , 100.523   , 100.383   , 30.375    , 410       , 2.712     , 0         , 4.31373   , 0         , 12.75     
   57.000, 1         , 0         , 1         , 0         , 7.47223   , 1255.5    , 985.078   , 985.078   , 982.109   , 0.722658  , 0.507814  , 0.332032  , 0.625002  , 29.9531   , 100.383   , 100.477   , 30.4219   , 410       , 2.804     , 0         , 4.31373   , 0         , 12.75     
   57.050, 1         , 0         , 1         , 0         , 6.83334   , 1257.75   , 985.078   , 985.078   , 982.109   , 0.742189  , 0.527345  , 0.332032  , 0.60547   , 29.7656   , 100.477   , 100.664   , 30.2109   , 410       , 2.712     , 0         , 4.31373   , 0         , 12        
   57.100, 1         , 0         , 1         , 0         , 7.38889   , 1257      , 985.078   , 985.078   , 982.109   , 0.742189  , 0.527345  , 0.332032  , 0.60547   , 29.6719   , 100.641   , 100.641   , 30.2109   , 410       , 2.768     , 0         , 4.31373   , 0         , 12.75     
   57.150, 1         , 0         , 1         , 0         , 7.16667   , 1257.5    , 985.078   , 985.078   , 982.109   , 0.761721  , 0.507814  , 0.312501  , 0.625002  , 29.7422   , 100.617   , 100.664   , 30.1875   , 410       , 2.736     , 0         , 4.31373   , 0         , 12        
   57.200, 1         , 0         , 1         , 0         , 7.05556   , 1259.5    , 985.078   , 985.078   , 982.109   , 0.761721  , 0.507814  , 0.312501  , 0.625002  , 29.6953   , 100.641   , 100.734   , 30.1406   , 410       , 2.72      , 0         , 4.31373   , 0         , 11.25     
   57.250, 1         , 0         , 1         , 0         , 7.27778   , 1259.25   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.488283  , 0.332032  , 0.644533  , 29.8828   , 100.734   , 100.734   , 30.0469   , 410       , 2.756     , 0         , 4.31373   , 0         , 11.25     
   57.300, 1         , 0         , 1         , 0         , 7.66667   , 1259.25   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.488283  , 0.332032  , 0.644533  , 30.1172   , 100.711   , 100.805   , 30        , 410       , 2.868     , 0         , 4.31373   , 0         , 11.25     
   57.350, 1         , 0         , 1         , 0         , 7.05556   , 1258.25   , 985.078   , 985.078   , 982.109   , 0.800783  , 0.468751  , 0.332032  , 0.664064  , 30.0938   , 100.781   , 100.734   , 29.9766   , 410       , 2.74      , 0         , 4.31373   , 0         , 10.5      
   57.400, 1         , 0         , 1         , 0         , 7.75001   , 1255.5    , 985.078   , 985.078   , 982.109   , 0.800783  , 0.468751  , 0.332032  , 0.664064  , 30.3047   , 100.711   , 100.734   , 29.9531   , 410       , 2.896     , 0         , 4.31373   , 0         , 11.25     
   57.450, 1         , 0         , 1         , 0         , 6.88889   , 1251.25   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.44922   , 0.351563  , 0.625002  , 30.0234   , 100.711   , 100.57    , 29.9766   , 410       , 2.728     , 0         , 4.31373   , 0         , 11.25     
   57.500, 1         , 0         , 1         , 0         , 7.61112   , 1249.5    , 985.078   , 985.078   , 982.109   , 0.781252  , 0.44922   , 0.351563  , 0.625002  , 30.3984   , 100.547   , 100.383   , 30.0469   , 410       , 2.88      , 0         , 4.31373   , 0         , 11.25     
   57.550, 1         , 0         , 1         , 0         , 6.63889   , 1250.5    , 985.078   , 985.078   , 982.109   , 0.800783  , 0.468751  , 0.332032  , 0.60547   , 29.8125   , 100.359   , 100.406   , 30.0469   , 410       , 2.704     , 0         , 4.31373   , 0         , 12        
   57.600, 1         , 0         , 1         , 0         , 7.58334   , 1250.75   , 985.078   , 985.078   , 982.109   , 0.800783  , 0.468751  , 0.332032  , 0.60547   , 30.1641   , 100.383   , 100.43    , 30.0234   , 410       , 2.844     , 0         , 4.31373   , 0         , 12        
   57.650, 1         , 0         , 1         , 0         , 6.55556   , 1245.75   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.468751  , 0.312501  , 0.625002  , 29.9531   , 100.406   , 100.219   , 30.0703   , 410       , 2.704     , 0         , 4.31373   , 0         , 11.25     
   57.700, 1         , 0         , 1         , 0         , 6.69445   , 1240.25   , 985.078   , 985.078   , 982.109   , 0.820315  , 0.468751  , 0.312501  , 0.625002  , 29.4375   , 100.195   , 99.9844   , 30.1641   , 410       , 2.684     , 0         , 4.31373   , 0         , 15        
   57.750, 1         , 0         , 1         , 0         , 7.05556   , 1241.25   , 985.078   , 985.078   , 982.109   , 0.800783  , 0.44922   , 0.332032  , 0.60547   , 29.4141   , 99.9844   , 100.031   , 30.3047   , 410       , 2.716     , 0         , 4.31373   , 0         , 15.75     
   57.800, 1         , 0         , 1         , 0         , 7.22223   , 1244.5    , 985.078   , 985.078   , 982.109   , 0.800783  , 0.44922   , 0.332032  , 0.60547   , 29.5781   , 100.008   , 100.148   , 30.3047   , 410       , 2.732     , 0         , 4.31373   , 0         , 15        
   57.850, 1         , 0         , 1         , 0         , 7.16667   , 1247.75   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.468751  , 0.351563  , 0.625002  , 29.4609   , 100.148   , 100.289   , 30.1875   , 410       , 2.724     , 0         , 4.31373   , 0         , 14.25     
   57.900, 1         , 0         , 1         , 0         , 6.86112   , 1254.25   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.468751  , 0.351563  , 0.625002  , 29.3203   , 100.289   , 100.453   , 30.0938   , 410       , 2.696     , 0         , 4.31373   , 0         , 12.75     
   57.950, 1         , 0         , 1         , 0         , 7.11112   , 1257.25   , 985.078   , 985.078   , 979.453   , 0.800783  , 0.488283  , 0.332032  , 0.60547   , 29.3906   , 100.453   , 100.594   , 30        , 410       , 2.74      , 0         , 4.31373   , 0         , 12.75     
   58.000, 1         , 0         , 1         , 0         , 7.22223   , 1259.25   , 985.078   , 985.078   , 982.109   , 0.800783  , 0.488283  , 0.332032  , 0.60547   , 29.4844   , 100.594   , 100.641   , 29.9063   , 410       , 2.732     , 0         , 4.31373   , 0         , 12        
   58.050, 1         , 0         , 1         , 0         , 6.80556   , 1255.25   , 985.078   , 985.078   , 982.109   , 0.800783  , 0.468751  , 0.312501  , 0.585939  , 29.4844   , 100.617   , 100.617   , 29.8594   , 410       , 2.696     , 0         , 4.31373   , 0         , 11.25     
   58.100, 1         , 0         , 1         , 0         , 6.91667   , 1251.5    , 985.078   , 985.078   , 982.109   , 0.800783  , 0.468751  , 0.312501  , 0.585939  , 29.1328   , 100.594   , 100.523   , 29.9063   , 410       , 2.688     , 0         , 4.31373   , 0         , 13.5      
   58.150, 1         , 0         , 1         , 0         , 7.44445   , 1254.25   , 985.078   , 985.078   , 982.109   , 0.781252  , 0.44922   , 0.292969  , 0.60547   , 29.5781   , 100.523   , 100.477   , 29.9297   , 410       , 2.8       , 0         , 4.31373   , 0         , 12.75     
   58.200, 1         , 0         , 1         , 0         , 7.19445   , 1252.5    , 985.078   , 985.078   , 979.453   , 0.781252  , 0.44922   , 0.292969  , 0.60547   , 29.7422   , 100.477   , 100.5     , 29.9063   , 410       , 2.788     , 0         , 4.31373   , 0         , 12        
